,title,price,link
10,"2022 Apple MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Midnight","77,990",/2022-Apple-MacBook-Laptop-chip/dp/B0DLHFM2XL/ref=mp_s_a_1_13?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI&dib_tag=se&keywords=laptop&qid=1753171854&sprefix=%2Caps%2C660&sr=8-13&xpid=yyORC7MGEp591
11,"Lenovo IdeaPad Slim 5 AMD Ryzen AI 7 350, Copilot+ AI PC(24GB RAM/1TB SSD/14(35.5cm) WUXGA OLED/AI Now/50TOPS/Win 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.4Kg), 83HX001NIN AI Laptop","86,990",/sspa/click?ie=UTF8&spc=MTo3NDY5MjgzNzIyMDg5NTM2OjE3NTMxNzE4NTQ6c3BfcGhvbmVfc2VhcmNoX2F0ZjozMDA1Njk3MzQ4Nzg1MzI6OjA6Og&url=%2FLenovo-IdeaPad-Copilot-Keyboard-83HX001NIN%2Fdp%2FB0F4XHB911%2Fref%3Dmp_s_a_1_2_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171854%26sprefix%3D%252Caps%252C660%26sr%3D8-2-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfYXRm%26psc%3D1&sp_cr=DUB
12,"Lenovo V14 G3, 12th Gen Intel Core i7-1255U Upto 4.70Ghz (16GB RAM/512GB SSD/Windows 11) 14.0"" FHD Display Thin and Light Laptop/Iron Grey /1.70 kg 1 Year Onsite Brand Warranty","45,990",/Lenovo-i7-1255U-4-70Ghz-Windows-Warranty/dp/B0F32ZBDNJ/ref=mp_s_a_1_14?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI&dib_tag=se&keywords=laptop&qid=1753171854&sprefix=%2Caps%2C660&sr=8-14&xpid=yyORC7MGEp591
13,"ASUS Vivobook 15,13th Gen,Intel Core i7-13620H(Intel UHD iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Quiet Blue/1.70 kg) X1502VA-BQ838WS","61,990",/sspa/click?ie=UTF8&spc=MTo3NDY5MjgzNzIyMDg5NTM2OjE3NTMxNzE4NTQ6c3BfcGhvbmVfc2VhcmNoX210ZjozMDA2MTk1MDkzMTk3MzI6OjA6Og&url=%2FASUS-Vivobook-i7-13620H-Keyboard-X1502VA-BQ838WS%2Fdp%2FB0DYDZQYKP%2Fref%3Dmp_s_a_1_15_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171854%26sprefix%3D%252Caps%252C660%26sr%3D8-15-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfbXRm%26psc%3D1&sp_cr=DUB
14,"Samsung Galaxy Book4 (Gray, 16GB RAM, 512GB SSD) | 15.6"" Full HD Screen | Intel Core i5 1335U Processor | Windows 11 Home | MS Office 2021 | Fingerprint Reader | Intel Iris XE Graphics | RJ45 LAN Port","54,399",/sspa/click?ie=UTF8&spc=MTo3NDY5MjgzNzIyMDg5NTM2OjE3NTMxNzE4NTQ6c3BfcGhvbmVfc2VhcmNoX210ZjozMDA2MjIxOTM5OTc3MzI6OjA6Og&url=%2FSamsung-Processor-Windows-Fingerprint-Graphics%2Fdp%2FB0D143SJ9R%2Fref%3Dmp_s_a_1_16_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171854%26sprefix%3D%252Caps%252C660%26sr%3D8-16-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfbXRm%26psc%3D1&sp_cr=DUB
15,HP 255 G10 ‎‎Laptop (AMD Athlon Silver 7120U/ 8GB RAM / 256GB SSD/Windows 11/15.6 INCH ASH Silver,"22,390",/HP-%E2%80%8E%E2%80%8ELaptop-Athlon-Silver-Windows/dp/B0DV984J97/ref=mp_s_a_1_17?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI&dib_tag=se&keywords=laptop&qid=1753171854&sprefix=%2Caps%2C660&sr=8-17&xpid=yyORC7MGEp591
16,"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Arctic Grey/1.63 Kg), 83CQ000XIN","26,990",/Lenovo-39-62cm-Antiglare-Windows-83CQ000XIN/dp/B0DVGQPW13/ref=mp_s_a_1_18?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI&dib_tag=se&keywords=laptop&qid=1753171854&sprefix=%2Caps%2C660&sr=8-18&xpid=yyORC7MGEp591
17,"Gabit Smart Ring | Sleep, Fitness, Nutrition, Stress | Buy Sizing Kit First | AI Health Coach, 30+ Workout Modes | Track Recovery, HRV, VO2 Max | Smart Ring for Men & Women | Titanium, Matte Black 7","13,110",https://aax-eu.amazon.in/x/c/JLywizMu_BIvScV3iBxvH7sAAAGYMS-FSwMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCcI3He/clv1_CEuOPUxokZA0iHrVRMMG5wfBHyBWU-sXpKcK1Bylp-1o139B9iG5Fv018HHz9hvVjq0yzpNb3X7OfU0JAmcAGWxIEwSASZreEhAvdnF8anuOTIhhokfB8IkGXCQLUuW6XJfef1D8rsFSE0M9llvwdksJOldODd93Q196UuYlQRaY37qDjF4oXlv5OpjsdqwyCjQHbdXAhZRSWWhBJNwAffQdjs-hn4wsEjvWNPQG9gUahJtJn6j8Z0wG3nKH1EB2AHnpPv3v4jxS3xU_LeksSii7J1-ZjAz9B7yl_bPrUYAZJ0SW56eH2BSUewTCCKaf6qpF2vNoY9jkk7jUIPmwMvh39cZZbGA-vo8C-9FHE6Fj0W5fDGy7yyiJobYodhuZTTQ1qVSqj0UNuzT-N52bUz1lAp3XhtVXPtM6C2xN4Sp2M752rihBP2dM-J0mRnMYGeGRQNXmq8-WXy4dCTTLqaFKWEG2vEWUYQR5WaRd-NWXKXNt_6mgwAGvbmtDCZqWruxXwzFGQ7gKsD6IjWaG7T_YVikdbVAMGxW6ag_TZobfVH2VPgFkyiAgEmbfV3nbEqkjvOAjexablbx0qu0MJgjQOzBmuS5DicEMuN2sg0sJuI2Q7ItMVnzd8SK_Rr6dNl0ib9ccJD9czrB0bq0SnRk-_IPmGU5NeF8Qn8RYwr4pGE8TUxiisEMovxXcduBp_Swj8V1Yw-1gyrYRME2jN0AxppLYB_rTz5yZAU8DCzDvi0rBQ8lx5Bdb69NzWsaer6dxKxz283_Y1kfTGn_6EAJHvybgK3le9P9zS6E0XBat10kYY-5euz9ttp-xc2m8dv-wZgtgxQDumdxzW99Gtp6Eh0kpvvW-L-uVp7WenUm14Xj7s3Ub5Q7Shn6Tvx_HjOQls_A5lCubPNgSKOEBC86298GFxDlUCXdpAQHyowreiyBQD1B_R2V3WyfZ0z6XqBXmfevi4YW0quTSyRXlfIZlKsKDe-Ht1WnJci1SI-EaXBdOEGZFQ5X41T-YZF4uDTiG0pBxwCsaUagZ97_46hhJmCpqLvy8oENx7a1frRJ3eF60DL61ORn7aKd8AshhV0O7S5rsCDkBLLmzWMCAlcLAXxKFlJhwW-IaCDhJOY2eKnaSXNxyrQMeDYWvuvXMvucDe9PAgjkBJe9BpAcGanx8XMbpOGjRPY0TgL3Cq76y10eT6Suu0bMr1iRVYMsKF1CqCHjs0UOEZSEzln_ZIvOz8vNhmalAxQS107EdcFjTEEY-R3uKykOc0CAvC7zzIo06oP6QZkj5FL1SYZ8Ro2oPwpEktb-14SCtpmCVZ8rZYetKTP-GyPYCrgOTroEzTrQ-Wim7x2LNmvwaDXY80J707fsh539obJxbBdkPs6AQh262A2izsNOzDU-vL4tROD6OZVqKWBmnfBE9V5uxT4bElRGVCXN56odQzsOev1ZpTVFJ2Y49LtBzAwmlESid3BAJHEfqtZiApzPPTRLLfm_irAKGZYwC5b129tQp9Gd6l0r_MWK5OwNUzbNVl8KwvljiTxl7d_4yEIDWLs4nPDPYy_z4M0OmPVaTIZslq_e_18qg0YaMb9hPGOc_lu5eTeHtB1nNnLDGX__OJ3EPVnV1te-KzIAP2oLO_lfDzO6pP0vjbw-0okxCv3lWbZa3KBKaLDrw34xMeWy-twdUx4IgXiDsTEktP_NzrZdiDcOSdIQUkK73dlYK08uYgv-wiMZzf5Cdsit2mTe_iboNHgzM1Rdagn6W9qFKPx2lwWSQpfjSnN9UZLlFxUqWIf8Rm5cS6wmRsLpPdvJuQp5D1lcWGsXK01PfVqS3LDXSs6WeRpui6qM37swzf9yqqPtB5Q4fYM5oEq4Mhdb3Fnn2MbC7-bttU9KAQf0MZzRO2hB-s9HYBZ62mn56I6ap18Auk9nPeB1j6fuQ8xV5dibgHviNlx8K-McODeCUgr4791cxMhRTvJjNV4opwgmdMjZKn6XcbSMaCfKN6cyOZfqNVyJNKwLsQR9GoQHe2MT9az1v2YyGgfDrq1pKHcuGbRggZ5V6S1cfBc9O-BU_172f6o70katyddi5BK91c5x4R7sahNlMKkYHe-s93QdvEJqH4nwccVZmT8_-PSWGGz_6ajJvGp6h1ZHVOuZJxlAIUqLpS_JYZgzcb7U7m9kMjn6ZEBQNxh4kOH42aCCeGSi32DWOHUrXpvtd4TiiLYV9UZkEMZHGCOzsXMIFdbR0LEpAmKjrxcK8xk3kP8FfIn1FpQ/https://www.amazon.in/Gabit-Smart-Ring-Matte-Black/dp/B0DGQ6Z78X/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.bbea5ccc-1cd7-47d4-8b45-5ba9394ae9bb%3Aamzn1.sym.bbea5ccc-1cd7-47d4-8b45-5ba9394ae9bb&crid=23Z9HPBL2JMRH&cv_ct_cx=laptop&keywords=laptop&pd_rd_i=B0DGQ6Z78X&pd_rd_r=462a4307-6aeb-4a48-a581-35e6de944b76&pd_rd_w=9ZaTn&pd_rd_wg=pljM6&pf_rd_p=bbea5ccc-1cd7-47d4-8b45-5ba9394ae9bb&pf_rd_r=8N8T1TAS2WT6Q6VSQ3VA&qid=1753171854&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%2Caps%2C660&sr=1-1-d9b4da0a-b60b-43ee-816c-d47ad09ee94e&xpid=yyORC7MGEp591
18,"Dell Inspiron 3530 Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB, 512GB SSD, 15.6""(39.62cm) FHD 120Hz 250 nits, Backlit KB, Windows 11 + MSO'24 & 15 Month McAfee, Silver, Thin & Light- 1.62kg","57,490",/Dell-Inspiron-i5-1334U-Processor-39-62cm/dp/B0D2Y1BLDT/ref=mp_s_a_1_19?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI&dib_tag=se&keywords=laptop&qid=1753171854&sprefix=%2Caps%2C660&sr=8-19&xpid=yyORC7MGEp591
19,"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG","20,780",/Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSYS6B/ref=mp_s_a_1_20?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI&dib_tag=se&keywords=laptop&qid=1753171854&sprefix=%2Caps%2C660&sr=8-20&xpid=yyORC7MGEp591
20,"ASUS Vivobook S16,13th Gen,Intel Core i7-13620H,Metallic Design Laptop(Intel UHD iGPU/16GB RAM/512GB SSD/FHD+/16""/144Hz/Windows 11/M365 Basic(1Year)*/Office Home 2024/Matte Gray/1.7 Kg)S3607VA-RP060WS","71,990",/sspa/click?ie=UTF8&spc=MToxNTA3MTUwNjY5MDMxMDQ4OjE3NTMxNzE4NjU6c3BfcGhvbmVfc2VhcmNoX2F0Zl9uZXh0OjMwMDYxOTM5ODUzODEzMjo6MDo6&url=%2FASUS-Vivobook-i7-13620H-Metallic-S3607VA-RP060WS%2Fdp%2FB0F9YDMZQP%2Fref%3Dmp_s_a_1_15_sspa%3Fcrid%3D23Z9HPBL2JMRH%26dib%3DeyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1753171864%26sprefix%3D%252Caps%252C660%26sr%3D8-15-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfYXRmX25leHQ%26psc%3D1&sp_cr=DUB
21,"Acer Aspire Lite, 13th Gen, Intel Core i3-1305U, 8GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop","32,993",/Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87/ref=mp_s_a_1_16?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-16&xpid=yyORC7MGEp591
22,"HP Pavilion x360, 13th Gen Intel Core i5-1335U (16GB DDR4, 512GB SSD) FHD, IPS, Micro-Edge, 14""/35.6cm, Touchscreen 2-in-1, Win11, Office21, Silver, 1.51kg, ek1074TU, Iris Xe, FPR, 5MP Camera Laptop","66,990",/HP-Pavilion-i5-1335U-Laptop-Touchscreen/dp/B0CJ2KWNNQ/ref=mp_s_a_1_3?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9._h7lA9_Q3AkyAbh1_iH9ARV4FIYMB8k-fNtiNnWoERXAcRho8iDK0lBGge-1OTvtItQacEW25nHUuuocbaBZV0G2jURfq-_y-LfKh4VkkZKtPWJsf4FaaEq0k13DsRdqiKVWoTqPuYNAdPuO_gmiMitLlmpXsygVA9-5u7UDSrXNl6Tw-zwwbdjM8otDGaX85NddYJ4o3nhYaMpWQ-ZyNw.b50oI9o8NAbjth6mptfp1LrgYHZoqSVqH0wUQh9mpKI&dib_tag=se&keywords=laptop&qid=1753171854&sprefix=%2Caps%2C660&sr=8-3&xpid=yyORC7MGEp591
23,"Lenovo {SmartChoice)Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg), 82UY0014HA","15,990",/Lenovo-SmartChoice-Chromebook-Speakers-82UY0014HA/dp/B0F2TMZJ24/ref=mp_s_a_1_17?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-17&xpid=yyORC7MGEp591
24,"ASUS TUF Gaming A15, 15.6"" (39.62cm) FHD 16:9 144Hz, AMD Ryzen 7 7435HS, Gaming Laptop (16 DDR5/512GB SSD/NVIDIA GeForce RTX 2050/Windows 11 Home/Graphite Black/2.30 Kg), FA506NFR-HN045W","56,990",/ASUS-Gaming-15-6-39-62cm-FA506NFR-HN045W/dp/B0CDQ5CW9V/ref=mp_s_a_1_18?crid=23Z9HPBL2JMRH&dib=eyJ2IjoiMSJ9.DVLahQfRM-0xaqK8SfyzxRveSCYZZb-0WfrVM7VphYBcutKhEscEkm9IAXreAdiylN7z7vvWeSc-5zNvv2jlrazLr36JB3V_14fPVHNJabJik5Q9E6KKU_MhdSawuT_luQZyyZNireU7TzcSLD0OHcz2VEqdkuh3QDYe1qdINv9Hr_VDA1s0oV2foCTMInrxKg_LCqOrRaWMJg6CbKdQww.BbnAbhzYaSKanyL0BUWPCWfdjMQY6mGfTyCVj-I68PM&dib_tag=se&keywords=laptop&qid=1753171864&sprefix=%2Caps%2C660&sr=8-18&xpid=yyORC7MGEp591
25,"Lenovo IdeaPad Slim 5 12th Gen Intel Core i5 12450H 16"" (40.6cm) WUXGA+ IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 83BG000PIN","57,790",/sspa/click?ie=UTF8&spc=MTo0MTAxMzM2NzU4OTE2NzM2OjE3NTMxNzE4NjU6c3BfcGhvbmVfc2VhcmNoX3RoZW1hdGljOjMwMDYxOTQ4NTMyMTczMjo6MDo6&url=%2FLenovo-IdeaPad-12450H-Backlit-83BG000PIN%2Fdp%2FB0CFF42RJ6%2Fref%3Dsxin_20_pa_sp_phone_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%253Aamzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%26crid%3D23Z9HPBL2JMRH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CFF42RJ6%26pd_rd_r%3D9020af5e-c37f-49b8-8dbf-4ac3a5ae8621%26pd_rd_w%3DDcih8%26pd_rd_wg%3DXsgI9%26pf_rd_p%3D4443ee66-42b9-40e8-893c-1284ba030b11%26pf_rd_r%3D9RXP91WBHNW7C8VZ3RY2%26qid%3D1753171864%26sprefix%3D%252Caps%252C660%26sr%3D1-15-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=DUB
26,"HP Pavilion 13th Gen Intel Core i5-1340P (16GB RAM/512GB SSD) FHD, 15.6” (39.6cm), Windows 11/MS Office 21, Silver,1.74kg, eg3027TU 720p HD Camera, Backlit Keyboard, Audio by B&O Laptop","67,490",/sspa/click?ie=UTF8&spc=MTo0MTAxMzM2NzU4OTE2NzM2OjE3NTMxNzE4NjU6c3BfcGhvbmVfc2VhcmNoX3RoZW1hdGljOjMwMDYxOTUwOTMxOTQzMjo6MTo6&url=%2FHP-Pavilion-i5-1340P-Graphics-15-eg3079TU%2Fdp%2FB0C2D3NV1S%2Fref%3Dsxin_20_pa_sp_phone_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%253Aamzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%26crid%3D23Z9HPBL2JMRH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0C2D3NV1S%26pd_rd_r%3D9020af5e-c37f-49b8-8dbf-4ac3a5ae8621%26pd_rd_w%3DDcih8%26pd_rd_wg%3DXsgI9%26pf_rd_p%3D4443ee66-42b9-40e8-893c-1284ba030b11%26pf_rd_r%3D9RXP91WBHNW7C8VZ3RY2%26qid%3D1753171864%26sprefix%3D%252Caps%252C660%26sr%3D1-16-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=DUB
27,"Lenovo IdeaPad Pro 5, Intel Core Ultra 9 185H, 32GB RAM, 1TB SSD, 2.8K-OLED 400Nits 120Hz, 14""/35.5cm, Windows 11, MS Office 21, Grey, 1.4Kg, 83D2001GIN,IntelArc GPU, FHD+IRCam, AI Powered Laptop","1,01,150",/sspa/click?ie=UTF8&spc=MTo0MTAxMzM2NzU4OTE2NzM2OjE3NTMxNzE4NjU6c3BfcGhvbmVfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjE3ODExOTYzMjo6Mjo6&url=%2FLenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN%2Fdp%2FB0CY2LDT1S%2Fref%3Dsxin_20_pa_sp_phone_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%253Aamzn1.sym.4443ee66-42b9-40e8-893c-1284ba030b11%26crid%3D23Z9HPBL2JMRH%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CY2LDT1S%26pd_rd_r%3D9020af5e-c37f-49b8-8dbf-4ac3a5ae8621%26pd_rd_w%3DDcih8%26pd_rd_wg%3DXsgI9%26pf_rd_p%3D4443ee66-42b9-40e8-893c-1284ba030b11%26pf_rd_r%3D9RXP91WBHNW7C8VZ3RY2%26qid%3D1753171864%26sprefix%3D%252Caps%252C660%26sr%3D1-17-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DyyORC7MGEp591%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9waG9uZV9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&sp_cr=DUB
